data_coleta,categoria_key,id,nome,preco_original,preco_atual,preco_pix,desconto_pct,avaliacao,num_avaliacoes,disponivel,fabricante,categoria,garantia,frete_gratis,url,fonte_wattagem,fonte_certificacao,fonte_modular,fonte_atx3
2026-05-16,fonte,949859,Fonte De Alimentacao K-mex Pb-350dra 350w Automatica - Pb350dra001cb0x,0.0,275.22,253.2,8,0,0,True,K-mex,Hardware/Fontes/Fonte 350W,Sem Garantia,False,https://www.kabum.com.br/produto/949859/fonte-de-alimentacao-k-mex-pb-350dra-350w-automatica-pb350dra001cb0x,350.0,,,False
2026-05-16,fonte,1020051,Fonte De Alimentação Blucase Atx 400w Real 80 Plus Bronze,0.0,269.0,242.1,10,0,0,True,Bluecase,Hardware/Fontes/Fonte 400W,Sem Garantia,False,https://www.kabum.com.br/produto/1020051/fonte-de-alimentacao-blucase-atx-400w-real-80-plus-bronze-blu400r-82e,400.0,Bronze,,False
2026-05-16,fonte,618648,Fonte Duex Dx-500fse White Series 500w Branca C/ Cabo,0.0,160.0,131.2,18,0,0,True,Duex,Hardware/Fontes/Fonte 500W,Sem Garantia,True,https://www.kabum.com.br/produto/618648/fonte-duex-dx-500fse-white-series-500w-branca-c-cabo,500.0,,,False
2026-05-16,fonte,139496,"Fonte Power Station ATX, 500W, Bivolt, Preto - PS-500",0.0,139.9,139.9,0,0,0,True,Power Station,Hardware/Fontes/Fonte 500W,1 ano de garantia (3 meses de garantia legal + 9 meses de garantia contratual junto ao fabricante),False,https://www.kabum.com.br/produto/139496/fonte-power-station-atx-500w-bivolt-preto-ps-500,500.0,,,False
2026-05-16,fonte,173835,"Fonte Thermaltake TT Smart ATX2.3, 600W, 80+ White, A-PFC - PS-SPD-0600NPCWBZ-W",0.0,398.89,359.0,10,5,1,True,Thermaltake,Hardware/Fontes/Fonte 500W,Sem Garantia,False,https://www.kabum.com.br/produto/173835/fonte-thermaltake-tt-smart-atx2-3-600w-80-white-a-pfc-ps-spd-0600npcwbz-w,600.0,,,False
2026-05-16,fonte,957130,Fonte MSI MAG A650BNL 650W 80 Plus Bronze PFC Ativo C/ Cabo - Preto,399.0,399.0,383.04,4,0,0,True,MSI,Hardware/Fontes/Fonte 650W,Sem Garantia,True,https://www.kabum.com.br/produto/957130/fonte-msi-mag-a650bn-650w-80-plus-bronze-pfc-ativo-c-cabo-preto,650.0,Bronze,,False
2026-05-16,fonte,948634,Fonte De Alimentação Duex 600w Dx 600fse Bivolt Preta,0.0,153.9,138.51,10,0,0,True,Duex,Hardware/Fontes/Fonte 600W,Sem Garantia,False,https://www.kabum.com.br/produto/948634/fonte-de-alimentacao-duex-600w-dx-600fse-bivolt-preta,600.0,,,False
2026-05-16,fonte,228832,"Fonte K-Mex, 230W Real, SFX - PP-250",0.0,124.71,109.74,12,0,0,True,K-mex,Hardware/Fontes/Fonte 200W,Sem Garantia,False,https://www.kabum.com.br/produto/228832/fonte-k-mex-230w-real-sfx-pp-250,230.0,,,False
2026-05-16,fonte,193746,"Fonte K-Mex Pcwells, Bivolt Chaveada, Com Cabo - PK-550",0.0,119.9,119.9,0,0,0,True,K-mex,Hardware/Fontes/Fonte 400W,Sem Garantia,False,https://www.kabum.com.br/produto/193746/fonte-k-mex-pcwells-bivolt-chaveada-com-cabo-pk-550,,,,False
2026-05-16,fonte,997014,"Fonte C3Tech Gaming PS-G1200, 1200W, Certificação Cybenetics, Teclab Edition - PS-G1200",1222.21,1222.21,1099.99,10,0,0,True,C3Tech,Hardware/Fontes/Fonte 1200W,5 anos de garantia (3 meses de garantia legal + 57 meses de garantia contratual junto ao fabricante),False,https://www.kabum.com.br/produto/997014/fonte-c3tech-gaming-ps-g1200-1200w-certificacao-cybenetics-teclab-edition-ps-g1200,1200.0,,,False
2026-05-16,fonte,173837,"Fonte Thermaltake TT Smart, 700W, 80+ White - PS-SPD-0700NPCW-W",0.0,451.09,405.98,10,0,0,True,Thermaltake,Hardware/Fontes/Fonte 700W,Sem Garantia,False,https://www.kabum.com.br/produto/173837/fonte-thermaltake-tt-smart-700w-80-white-ps-spd-0700npcw-w,700.0,,,False
2026-05-16,fonte,149755,"Fonte C3Tech ATX, 200W, Sem Cabo, PS-200V4",0.0,64.0,52.48,18,0,0,True,C3Tech,Hardware/Fontes/Fonte 200W,Sem Garantia,True,https://www.kabum.com.br/produto/149755/fonte-c3tech-atx-200w-sem-cabo-ps-200v4,200.0,,,False
2026-05-16,fonte,955141,Fonte De Alimentação Asrock Challenger 550w 80 Plus Bronze C/ Cabo - Cl-550b,0.0,372.9,335.61,10,0,0,True,ASRock,Hardware/Fontes/Fonte 550W,Sem Garantia,False,https://www.kabum.com.br/produto/955141/fonte-de-alimentacao-asrock-challenger-550w-80-plus-bronze-c-cabo-cl-550b,550.0,Bronze,,False
2026-05-16,fonte,419387,Fonte Msi Mag A650bn 650w 80 Plus Bronze Pfc Ativo Preto,0.0,413.58,413.58,0,5,4,True,MSI,Hardware/Fontes/Fonte 650W,Sem Garantia,False,https://www.kabum.com.br/produto/419387/fonte-msi-mag-a650bn-atx-650w-80-plus-bronze-pfc-ativo-preto,650.0,Bronze,,False
2026-05-16,fonte,879827,Fonte De Alimentação Aerocool Stealth 350w S/cabo - Vx-350,0.0,129.9,129.9,0,0,0,True,Aerocool,Hardware/Fontes/Fonte 350W,Sem Garantia,False,https://www.kabum.com.br/produto/879827/fonte-aerocool-gamer-atx-stealth-350w-bivolt-vx-350,350.0,,,False
2026-05-16,fonte,717502,"Fonte CORSAIR RM650e, 650W, Platinum, Full Modular, ATX 3.1 e PCIe 5.1, Eficiência Cybenetics Gold, Baixo ruído, Preto - CP-9020302-BR",711.1,711.1,639.99,10,5,9,True,Corsair,Hardware/Fontes/Fonte 650W,7 anos de garantia (3 meses de garantia legal + 81 meses de garantia contratual junto ao fabricante),True,https://www.kabum.com.br/produto/717502/fonte-corsair-rm650e-650w-platinum-full-modular-atx-3-1-e-pcie-5-1-eficiencia-cybenetics-gold-baixo-ruido-preto-cp-9020302-br,650.0,Platinum,Full,False
2026-05-16,fonte,110491,"Fonte C3Tech PS-G600B, 600W, 80 Plus Bronze, PFC Ativo, Sem Cabo, Preto - PS-G600B",319.65,319.65,271.7,15,5,15,True,C3Tech,Hardware/Fontes/Fonte 600W,1 ano de garantia (3 meses de garantia legal + 9 meses de garantia contratual junto ao fabricante),False,https://www.kabum.com.br/produto/110491/fonte-c3tech-ps-g600b-600w-80-plus-bronze-pfc-ativo-sem-cabo-preto-ps-g600b,600.0,Bronze,,False
2026-05-16,fonte,140412,"Fonte Brazil PC Gamer, 750W, Real Atx 24 Pinos - Bpc/7400-b",0.0,169.05,169.05,0,5,17,True,Brazil PC,Hardware/Fontes/Fonte 750W,1 ano de garantia (3 meses de garantia legal + 9 meses de garantia contratual junto ao fabricante),False,https://www.kabum.com.br/produto/140412/fonte-brazil-pc-gamer-750w-real-atx-24-pinos-bpc-7400-b,750.0,,,False
2026-05-16,fonte,358284,"Fonte Mymax ATX, 500W Real, Bivolt Manual, 24 Pinos, Cabo Incluso",0.0,199.2,181.27,9,0,0,True,Mymax,Hardware/Fontes/Fonte 500W,Sem Garantia,False,https://www.kabum.com.br/produto/358284/fonte-mymax-atx-500w-real-bivolt-manual-24-pinos-cabo-incluso,500.0,,,False
2026-05-16,fonte,1017112,Fonte Gamer 750w Reais 80 Plus Bronze Pfc Ativo E Ventoinha RGB Bivolt,0.0,269.9,256.4,5,0,0,True,Aitek,Hardware/Fontes/Fonte 750W,Sem Garantia,False,https://www.kabum.com.br/produto/1017112/fonte-gamer-750w-reais-80-plus-bronze-pfc-ativo-e-ventoinha-rgb-bivolt,750.0,Bronze,,False
2026-05-16,fonte,174000,"Fonte Pcyes Electro V2, 650W, 80 Plus Bronze, PFC Ativo",0.0,361.17,361.17,0,5,1,True,PCYES,Hardware/Fontes/Fonte 500W,Sem Garantia,False,https://www.kabum.com.br/produto/174000/fonte-pcyes-electro-v2-650w-80-plus-bronze-pfc-ativo,650.0,Bronze,,False
2026-05-16,fonte,644749,Fonte Atx 500w Hayom Pw1605-RGB,0.0,199.9,189.91,5,5,1,True,Hayom,Hardware/Fontes/Fonte 600W,Sem Garantia,False,https://www.kabum.com.br/produto/644749/fonte-atx-500w-hayom-pw1605-rgb,500.0,,,False
2026-05-16,fonte,1017114,Fonte Gamer 650w Reais 80 Plus Bronze Pfc Ativo Com Ventoinha RGB Bivolt,0.0,255.9,243.11,5,0,0,True,Aitek,Hardware/Fontes/Fonte 650W,Sem Garantia,False,https://www.kabum.com.br/produto/1017114/fonte-gamer-650w-reais-80-plus-bronze-pfc-ativo-com-ventoinha-rgb-bivolt,650.0,Bronze,,False
2026-05-16,fonte,572478,"Fonte 550w Brx B-s550w, Atx, Bivolt Automático",0.0,158.11,150.2,5,4,1,True,BRX,Hardware/Fontes/Fonte 500W,Sem Garantia,False,https://www.kabum.com.br/produto/572478/fonte-550w-brx-b-s550w-atx-bivolt-automatico,550.0,,,False
2026-05-16,fonte,139494,"Fonte Aerocool ATX, 600W, 80 Plus Bronze, Bivolt, FAN 120mm, Sem Cabo, KCAS",0.0,328.39,288.98,12,5,3,True,AERO COOL,Hardware/Fontes/Fonte 600W,1 ano de garantia (3 meses de garantia legal + 9 meses de garantia contratual junto ao fabricante),False,https://www.kabum.com.br/produto/139494/fonte-aerocool-atx-600w-80-plus-bronze-bivolt-fan-120mm-sem-cabo-kcas,600.0,Bronze,,False
2026-05-16,fonte,1017116,Fonte Gamer RGB 550w Reais 80 Plus Bronze Com Pfc Ativo E Ventoinha RGB Bivolt,0.0,216.9,206.06,5,0,0,True,Aitek,Hardware/Fontes/Fonte 550W,Sem Garantia,False,https://www.kabum.com.br/produto/1017116/fonte-gamer-rgb-550w-reais-80-plus-bronze-com-pfc-ativo-e-ventoinha-rgb-bivolt,550.0,Bronze,,False
2026-05-16,fonte,195121,"Fonte Gamdias Kratos M1, 600w, 80 Plus Bronze, RGB, Pfc Ativo",0.0,470.0,385.4,18,5,2,True,Gamdias,Hardware/Fontes/Fonte 600W,Sem Garantia,True,https://www.kabum.com.br/produto/195121/fonte-gamdias-kratos-m1-600w-80-plus-bronze-rgb-pfc-ativo,600.0,Bronze,,False
2026-05-16,fonte,993319,"Fonte Montech Beta 2, 750W, Preto - BETA2750W",466.66,466.66,419.99,10,0,0,True,MONTECH,Hardware/Fontes/Fonte 750W,5 anos de garantia (3 meses de garantia legal + 57 meses de garantia contratual junto ao fabricante),True,https://www.kabum.com.br/produto/993319/fonte-montech-beta-2-750w-preto-beta2750w,750.0,,,False
2026-05-16,fonte,320295,"Fonte GAMDIAS Kratos M1, 750W, 80 Plus Bronze, PFC Ativo, RGB - M1-750B",0.0,711.54,711.54,0,5,1,True,Gamdias,Hardware/Fontes/Fonte 750W,Sem Garantia,False,https://www.kabum.com.br/produto/320295/fonte-gamdias-kratos-m1-750w-80-plus-bronze-pfc-ativo-rgb-m1-750b,750.0,Bronze,,False
2026-05-16,fonte,521829,"Fonte Redragon, 850W, 80 Plus Gold, Modular, PFC Ativo, RGB, Sem Cabo, Preto - GC-PS007-1",0.0,1011.65,859.9,15,3,1,True,Redragon,Hardware/Fontes/Fonte 850W,1 ano de garantia (3 meses de garantia legal + 9 meses de garantia contratual junto ao fabricante),False,https://www.kabum.com.br/produto/521829/fonte-redragon-850w-80-plus-gold-modular-pfc-ativo-rgb-sem-cabo-preto-gc-ps007-1,850.0,Gold,,False
2026-05-16,fonte,586465,"Fonte Cooler Master X Silent Edge Platinum 850, 850W, 80 Plus Platinum, PFC Ativo, Sem Cabo, Preto - MPS-8501-AFAP-BBR",4941.06,4941.06,4199.9,15,0,0,True,Cooler Master,Hardware/Fontes/Fonte 850W,10 anos de garantia (3 meses de garantia legal + 117 meses de garantia contratual junto ao fabricante),False,https://www.kabum.com.br/produto/586465/fonte-cooler-master-x-silent-edge-platinum-850-850w-80-plus-platinum-pfc-ativo-sem-cabo-preto-mps-8501-afap-bbr,850.0,Platinum,,False
2026-05-16,fonte,1002991,"Fonte Thermaltake Toughpower SFX, 1000W, 80 Plus Platinum, Full Modular, ATX 3.1, PCIe 5.1 - PS-STP-1000FNFAPB-1",2222.21,2222.21,1999.99,10,0,0,True,Thermaltake,Hardware/Fontes/Fonte 1000W,7 anos de garantia (3 meses de garantia legal + 81 meses de garantia contratual junto ao fabricante),True,https://www.kabum.com.br/produto/1002991/fonte-thermaltake-toughpower-sfx-1000w-80-plus-platinum-full-modular-atx-3-1-pcie-5-1-ps-stp-1000fnfapb-1,1000.0,Platinum,Full,False
2026-05-16,fonte,149856,"Fonte Draxen Gamer ATX, 700W, 80 Plus Bronze, PFC Ativo - DN700/BRONZE",0.0,293.25,269.79,8,5,13,True,Draxen,Hardware/Fontes/Fonte 700W,Sem Garantia,False,https://www.kabum.com.br/produto/149856/fonte-draxen-gamer-atx-700w-80-plus-bronze-pfc-ativo-dn700-bronze,700.0,Bronze,,False
2026-05-16,fonte,432626,"Fonte Brx, Atx 550w, Automatica Pfc - B-sa550w",0.0,178.18,167.49,6,4,4,True,BRX,Hardware/Fontes/Fonte 550W,Sem Garantia,False,https://www.kabum.com.br/produto/432626/fonte-brx-atx-550w-automatica-pfc-b-sa550w,550.0,,,False
2026-05-16,fonte,645993,Fonte Antec Csk550 550w 80 Plus Bronze - 0-761345-11739-5,0.0,475.61,475.61,0,0,0,True,Antec,Hardware/Fontes/Fonte 550W,Sem Garantia,False,https://www.kabum.com.br/produto/645993/fonte-antec-csk550-550w-80-plus-bronze-0-761345-11739-5,550.0,Bronze,,False
2026-05-16,fonte,577170,Fonte De Alimentação Atx 650w 80 Plus Gold Modular Pfc Ativo Power Supply,0.0,394.9,347.51,12,5,2,True,Outros,Hardware/Fontes/Fonte 650W,Sem Garantia,False,https://www.kabum.com.br/produto/577170/fonte-de-alimentacao-atx-650w-80-plus-gold-modular-pfc-ativo-power-supply,650.0,Gold,,False
2026-05-16,fonte,876142,Cabo Extensor Para Fonte Redragon ARGB 24 Pinos Rd-gcp06,0.0,227.0,186.14,18,4,1,True,Redragon,Hardware/Fontes/Acessórios,Sem Garantia,True,https://www.kabum.com.br/produto/876142/cabo-extensor-para-fonte-redragon-argb-24-pinos-rd-gcp06,,,,False
2026-05-16,fonte,506264,"Fonte ATX Gamemax Gx750, 750W, 80 Plus Gold, Full Modular, Pfc Ativo, Black - Gx750mbkv1s7710br",0.0,676.77,622.63,8,5,2,True,Gamemax,Hardware/Fontes/Fonte 750W,Sem Garantia,False,https://www.kabum.com.br/produto/506264/fonte-atx-gamemax-gx750-750w-80-plus-gold-full-modular-pfc-ativo-black-gx750mbkv1s7710br,750.0,Gold,Full,False
2026-05-16,fonte,320049,"Fonte Atx, Redragon, Rgps-750w, 80 Plus Gold, 750w, Full Modular - Gc-ps009",0.0,744.21,662.35,11,0,0,True,Redragon,Hardware/Fontes/Fonte 750W,Sem Garantia,False,https://www.kabum.com.br/produto/320049/fonte-atx-redragon-rgps-750w-80-plus-gold-750w-full-modular-gc-ps009,750.0,Gold,Full,False
2026-05-16,fonte,908810,Fonte Atx PCyes Electra 400w Pfc Ativo - Elec400w,0.0,257.03,244.18,5,0,0,True,PCYES,Hardware/Fontes/Fonte 400W,Sem Garantia,False,https://www.kabum.com.br/produto/908810/fonte-atx-pcyes-electra-400w-pfc-ativo-elec400w,400.0,,,False
2026-05-16,fonte,534821,"Fonte De Alimentacao C3tech, ATX, 500w, S/cabo - Ps-510bk",0.0,215.0,215.0,0,0,0,True,Outros,Hardware/Fontes/Fonte 500W,Sem Garantia,False,https://www.kabum.com.br/produto/534821/fonte-de-alimentacao-c3tech-atx-500w-s-cabo-ps-510bk,500.0,,,False
2026-05-16,fonte,1004942,Fonte Px300 200w - Kmex,0.0,79.9,79.9,0,0,0,True,Kmex,Hardware/Fontes/Fonte 200W,Sem Garantia,False,https://www.kabum.com.br/produto/1004942/fonte-px300-200w-kmex,200.0,,,False
2026-05-16,fonte,935621,Fonte Bluecase Atx 350w Bivolt Automática Com Cabo Preta Blu350-atps3,0.0,144.9,144.9,0,0,0,True,Bluecase,Hardware/Fontes/Fonte 350W,Sem Garantia,False,https://www.kabum.com.br/produto/935621/fonte-bluecase-atx-350w-bivolt-automatica-com-cabo-preta-blu350-atps3,350.0,,,False
2026-05-16,fonte,924090,"Fonte Gamer K-kmex 850w Real, Ez8898d, 80 Plus Bronze, Pfc Ativo, Full Modular, C/ Cabo, Silenciosa, Bivolt Automático - Ez8898d8503cb2x",0.0,488.92,449.81,8,0,0,True,K-mex,Hardware/Fontes/Fonte 850W,Sem Garantia,False,https://www.kabum.com.br/produto/924090/fonte-gamer-k-kmex-850w-real-ez8898d-80-plus-bronze-pfc-ativo-full-modular-c-cabo-silenciosa-bivolt-automatico-ez8898d8503cb2x,850.0,Bronze,Full,False
2026-05-16,fonte,331659,"Fonte Vinik Gamer Dash, 400W, Preto - VFG400WP",0.0,306.94,306.94,0,2,1,True,Vinik,Hardware/Fontes/Fonte 400W,Sem Garantia,True,https://www.kabum.com.br/produto/331659/fonte-vinik-gamer-dash-400w-preto-vfg400wp,400.0,,,False
2026-05-16,fonte,904005,Fonte Gamer PCyes Electra 500w Pfc Ativo Preto Elec500w,0.0,269.9,215.92,20,0,0,True,PCYES,Hardware/Fontes/Fonte 500W,Sem Garantia,False,https://www.kabum.com.br/produto/904005/fonte-gamer-pcyes-electra-500w-pfc-ativo-preto-elec500w,500.0,,,False
2026-05-16,fonte,386732,"Fonte VKOEM ATX, 200W",0.0,610.75,500.82,18,0,0,True,VKOEM,Hardware/Fontes/Fonte 200W,Sem Garantia,False,https://www.kabum.com.br/produto/386732/fonte-vkoem-atx-200w,200.0,,,False
2026-05-16,fonte,502445,"Fonte Nzxt C1000, Full-modular, 80plus Gold - 1000w",0.0,1799.0,1799.0,0,0,0,True,NZXT,Hardware/Fontes/Fonte 1000W,Sem Garantia,False,https://www.kabum.com.br/produto/502445/fonte-nzxt-c1000-full-modular-80plus-gold-1000w,1000.0,Gold,Full,False
2026-05-16,fonte,521368,"Fonte Redragon Gc-ps018w, ATX, 1300w, 80 Plus, Platinum, Branco, FULL Modular",0.0,1875.5,1650.44,12,0,0,True,Redragon,Hardware/Fontes/Fonte 1300W,Sem Garantia,True,https://www.kabum.com.br/produto/521368/fonte-redragon-gc-ps018w-atx-1300w-80-plus-platinum-branco-full-modular,18.0,Platinum,Full,False
2026-05-16,fonte,717143,Fonte Sfx 200w Bivolt Automática K-mex Pb200dna,0.0,124.97,124.97,0,0,0,True,K-mex,Hardware/Fontes/Fonte 200W,Sem Garantia,False,https://www.kabum.com.br/produto/717143/fonte-sfx-200w-bivolt-automatica-k-mex-pb200dna,200.0,,,False
2026-05-16,fonte,593833,Fonte De Alimentação 600w Trs/6350-b,0.0,116.56,104.9,10,4,11,True,Tronos,Hardware/Fontes/Fonte 600W,Sem Garantia,False,https://www.kabum.com.br/produto/593833/fonte-gamer-tronos-atx-600w-trs-6350-b-real-24-pinos-bivolt,600.0,,,False
2026-05-16,fonte,189641,"Fonte Knup ATX, 350W, Para PC - KP-526",0.0,126.49,126.49,0,0,0,True,Knup,Hardware/Fontes/Fonte 350W,Sem Garantia,False,https://www.kabum.com.br/produto/189641/fonte-knup-atx-350w-para-pc-kp-526,350.0,,,False
2026-05-16,fonte,440253,"Fonte Brazilpc 500W Real, 80plus Bronze, 24 Pinos, ATX",0.0,279.9,218.32,22,5,2,True,Tronos,Hardware/Fontes/Fonte 500W,Sem Garantia,False,https://www.kabum.com.br/produto/440253/fonte-brazilpc-500w-real-80plus-bronze-24-pinos-atx,500.0,Bronze,,False
2026-05-16,fonte,659742,"Fonte Gamer Deepcool Pn850D, 850w, 80 Plus Gold, Sem Cabo, Preto - R-PN850D-FC0B-WO-V2",920.34,920.34,809.9,12,0,0,True,Deepcool,Hardware/Fontes/Fonte 850W,1 ano de garantia (3 meses de garantia legal + 9 meses de garantia contratual junto ao fabricante),False,https://www.kabum.com.br/produto/659742/fonte-gamer-deepcool-pn850d-850w-80-plus-gold-sem-cabo-preto-r-pn850d-fc0b-wo-v2,850.0,Gold,,False
2026-05-16,fonte,163059,"Fonte Knup Gamer ATX, 400W, Bivolt, 24 Pinos - KP-532",0.0,392.88,333.95,15,0,0,True,Knup,Hardware/Fontes/Fonte 400W,Sem Garantia,False,https://www.kabum.com.br/produto/163059/fonte-knup-gamer-atx-400w-bivolt-24-pinos-kp-532,400.0,,,False
2026-05-16,fonte,951036,Fonte De Alimentação Asrock Pro 850w 80 Plus Gold C/ Cabo - Pro-850g,0.0,610.8,610.8,0,0,0,True,ASRock,Hardware/Fontes/Fonte 850W,Sem Garantia,False,https://www.kabum.com.br/produto/951036/fonte-asrock-pro-850w-80-plus-gold-atx-3-1-pro-850g,850.0,Gold,,False
2026-05-16,fonte,704639,Fonte Alimentação Atx 500w Bivolt PC Computador,0.0,269.99,261.89,3,0,0,True,Outros,Hardware/Fontes/Fonte 500W,Sem Garantia,True,https://www.kabum.com.br/produto/704639/fonte-alimentacao-atx-500w-bivolt-pc-computador,500.0,,,False
2026-05-16,fonte,495188,"Fonte Gamer Aerocool, 600w, Vx-600, Bivolt, Atx, Sem Cabo",0.0,274.84,261.1,5,0,0,True,Aerocool,Hardware/Fontes/Fonte 600W,Sem Garantia,False,https://www.kabum.com.br/produto/495188/fonte-gamer-aerocool-600w-vx-600-bivolt-atx-sem-cabo,600.0,,,False
2026-05-16,fonte,780312,Fonte Atx 600w Brazilpc Bpc/6350-b 24 Pinos Box,0.0,124.19,111.77,10,0,0,True,BRAZILPC,Hardware/Fontes/Fonte 600W,Sem Garantia,False,https://www.kabum.com.br/produto/780312/fonte-atx-600w-brazilpc-bpc-6350-b-24-pinos-box,600.0,,,False
2026-05-16,fonte,577168,Fonte Alimentação Atx 750w 80 Plus Gold Modular Power Supply,0.0,449.0,395.12,12,0,0,True,Outros,Hardware/Fontes/Fonte 750W,Sem Garantia,False,https://www.kabum.com.br/produto/577168/fonte-alimentacao-atx-750w-80-plus-gold-modular-power-supply,750.0,Gold,,False
2026-05-16,fonte,159246,"Fonte GAMDIAS Kratos E1, 500W, 110/220V Chaveada, LED RGB, Sem Cabo - GD-Z500ZZZ",0.0,196.88,157.5,20,0,0,True,Gamdias,Hardware/Fontes/Fonte 500W,Sem Garantia,False,https://www.kabum.com.br/produto/159246/fonte-gamdias-kratos-e1-500w-110-220v-chaveada-led-rgb-sem-cabo-gd-z500zzz,500.0,,,False
2026-05-16,fonte,708319,"Fonte CORSAIR RMe Series RM1000e 2025, 1000W, Full Modular, Cybenetics Gold, ATX, Branco - CP-9020294-BR",1363.62,1363.62,1199.99,12,0,0,True,Corsair,Hardware/Fontes/Fonte 1000W,7 anos de garantia (3 meses de garantia legal + 81 meses de garantia contratual junto ao fabricante),True,https://www.kabum.com.br/produto/708319/fonte-corsair-rme-series-rm1000e-2025-1000w-full-modular-cybenetics-gold-atx-branco-cp-9020294-br,1000.0,Gold,Full,False
2026-05-16,fonte,956823,Fonte Bluecase 600w Pfc Ativo Atx Ps/2pfc Ativo C/cabo (blu600-pfcps2) Bivolt Auto Preto,0.0,223.21,223.21,0,0,0,True,Bluecase,Hardware/Fontes/Fonte 600W,Sem Garantia,False,https://www.kabum.com.br/produto/956823/fonte-bluecase-600w-pfc-ativo-atx-ps-2pfc-ativo-c-cabo-blu600-pfcps2-bivolt-auto-preto,600.0,,,False
2026-05-16,fonte,450266,"Fonte Brazilpc ATX, 230W Real, Bpc-230v1.2, O&m C/cabo",0.0,52.86,52.86,0,4,2,True,Tronos,Hardware/Fontes/Fonte 230W,Sem Garantia,False,https://www.kabum.com.br/produto/450266/fonte-brazilpc-atx-230w-real-bpc-230v1-2-o-m-c-cabo,230.0,,,False
2026-05-16,fonte,443864,"Fonte, Aerocool, KCAS, 800W, 80 Plus Bronze, não-modular, PFC Ativo, bivolt automática, sem LED/RGB, com cabo",0.0,519.0,425.58,18,5,1,True,Aerocool,Hardware/Fontes/Fonte 800W,Sem Garantia,True,https://www.kabum.com.br/produto/443864/fonte-aerocool-kcas-800w-80-plus-bronze-nao-modular-pfc-ativo-bivolt-automatica-sem-led-rgb-com-cabo,800.0,Bronze,Não,False
2026-05-16,fonte,659748,"Fonte Gamdias Helios P2-1000G, 1000W, 80 Plus Gold, Sem Cabo, Preto - HELIOS P2-1000G L.A",1905.76,1905.76,1619.9,15,0,0,True,Gamdias,Hardware/Fontes/Fonte 1000W,1 ano de garantia (3 meses de garantia legal + 9 meses de garantia contratual junto ao fabricante),False,https://www.kabum.com.br/produto/659748/fonte-gamdias-helios-p2-1000g-1000w-80-plus-gold-sem-cabo-preto-helios-p2-1000g-l-a,1000.0,Gold,,False
2026-05-16,fonte,323016,Fonte C3tech Ps-200v4 200w Box S/cabo,0.0,55.68,50.11,10,5,1,True,C3Techtech,Hardware/Fontes/Fonte 200W,Sem Garantia,False,https://www.kabum.com.br/produto/323016/fonte-c3tech-200w-115v-230v-ps-200v4,200.0,,,False
2026-05-16,fonte,880754,Fonte Gamer Atx Aerocool Stealth Vx-600 600w Bivolt [f002],318.75,318.75,270.94,15,0,0,True,Aerocool,Hardware/Fontes/Fonte 600W,Sem Garantia,False,https://www.kabum.com.br/produto/880754/fonte-gamer-atx-aerocool-stealth-vx-600-600w-bivolt-f002-,600.0,,,False
2026-05-16,fonte,880755,Fonte De Alimentação Aerocool Stealth 500w S/ Cabo - Vx-500,0.0,221.0,181.22,18,0,0,True,Aerocool,Hardware/Fontes/Fonte 500W,Sem Garantia,True,https://www.kabum.com.br/produto/880755/fonte-gamer-atx-aerocool-stealth-vx-500-500w-bivolt-f002-,500.0,,,False
2026-05-16,fonte,219886,"Fonte DEX ATX, 550W, 80 Plus Bronze, PFC Ativo - Dx-550",0.0,319.9,319.9,0,5,1,True,DEX,Hardware/Fontes/Fonte 550W,Sem Garantia,False,https://www.kabum.com.br/produto/219886/fonte-dex-atx-550w-80-plus-bronze-pfc-ativo-dx-550,550.0,Bronze,,False
2026-05-16,fonte,891507,Fonte 850W Thermaltake Toughpower GT Snow ATX 3.1 PCIe 5.1 80 Plus Gold Full Modular Branca PS-TPT-0850FNFAGB-W,0.0,998.88,898.99,10,0,0,True,Thermaltake,Hardware/Fontes/Fonte 850W,Sem Garantia,False,https://www.kabum.com.br/produto/891507/fonte-thermaltake-toughpower-gt-snow-850w-80-plus-gold-pfc-ativo-full-modular-branca-ps-tpt-0850fnfagb-w,850.0,Gold,Full,False
2026-05-16,fonte,536543,"Fonte De Alimentação Gamer Xpg, 850w, 80 Plus Gold, Bivolt, Preto",0.0,549.9,549.9,0,0,0,True,XPG,Hardware/Fontes/Fonte 850W,Sem Garantia,False,https://www.kabum.com.br/produto/536543/fonte-de-alimentacao-gamer-xpg-850w-80-plus-gold-bivolt-preto,850.0,Gold,,False
2026-05-16,fonte,501552,"Fonte Msi Mag A600dn, 600W, 80 Plus - 306-7zp6b39-809",0.0,349.0,349.0,0,0,0,True,MSI,Hardware/Fontes/Fonte 600W,Sem Garantia,False,https://www.kabum.com.br/produto/501552/fonte-msi-mag-a600dn-600w-80-plus-306-7zp6b39-809,600.0,,,False
2026-05-16,fonte,452789,Fonte Brazil Pc Atx 500w Bpc/5350-m 24 Pinos Com Cabo,0.0,101.87,101.87,0,0,0,True,Brasil PC,Hardware/Fontes/Fonte 500W,Sem Garantia,False,https://www.kabum.com.br/produto/452789/fonte-brazil-pc-atx-500w-bpc-5350-m-24-pinos-com-cabo,500.0,,,False
